date,NO_MUNICIPIO,DS_ATIVIDADE_PROFISSIONAL,POPULACAO_MENSAL,GROWTH_PCT,lag1,rolling3,time_index,PROFISSIONAIS_POR_1000
2025-04-01,PRAIA GRANDE,MEDICO CIRURGIAO CARDIOVASCULAR,368539.0,0.0,0.0054268340664081,0.006331306410809467,7,0.0108536681328163
2025-06-01,PRAIA GRANDE,MEDICO CIRURGIAO CARDIOVASCULAR,368539.0,0.0,0.0108536681328163,0.009044723444013567,8,0.0108536681328163
2025-07-01,PRAIA GRANDE,MEDICO CIRURGIAO CARDIOVASCULAR,368539.0,0.0,0.0108536681328163,0.0108536681328163,9,0.0108536681328163
2025-04-01,PRAIA GRANDE,MEDICO CIRURGIAO DE CABECA E PESCOCO,368539.0,0.0,0.0081402510996122,0.0081402510996122,33,0.0081402510996122
2025-06-01,PRAIA GRANDE,MEDICO CIRURGIAO DE CABECA E PESCOCO,368539.0,0.0,0.0081402510996122,0.0081402510996122,34,0.0081402510996122
2025-07-01,PRAIA GRANDE,MEDICO CIRURGIAO DE CABECA E PESCOCO,368539.0,0.0,0.0081402510996122,0.0081402510996122,35,0.0081402510996122
2025-04-01,PRAIA GRANDE,MEDICO CIRURGIAO DO APARELHO DIGESTIVO,368539.0,0.0,0.0054268340664081,0.0054268340664081,5,0.0054268340664081
2025-06-01,PRAIA GRANDE,MEDICO CIRURGIAO DO APARELHO DIGESTIVO,368539.0,0.0,0.0054268340664081,0.0054268340664081,6,0.0054268340664081
2025-07-01,PRAIA GRANDE,MEDICO CIRURGIAO DO APARELHO DIGESTIVO,368539.0,0.0,0.0054268340664081,0.0054268340664081,7,0.0054268340664081
2025-04-01,PRAIA GRANDE,MEDICO CIRURGIAO GERAL,368539.0,0.0,0.3310368780508982,0.3328458227397009,33,0.3337502950841023
2025-06-01,PRAIA GRANDE,MEDICO CIRURGIAO GERAL,368539.0,0.0,0.3337502950841023,0.32018320991808186,34,0.2957624566192451
2025-07-01,PRAIA GRANDE,MEDICO CIRURGIAO GERAL,368539.0,0.0,0.2957624566192451,0.3084250694408642,35,0.2957624566192451
2025-04-01,PRAIA GRANDE,MEDICO CIRURGIAO PEDIATRICO,368539.0,0.0,0.0217073362656326,0.0217073362656326,33,0.0217073362656326
2025-06-01,PRAIA GRANDE,MEDICO CIRURGIAO PEDIATRICO,368539.0,0.0,0.0217073362656326,0.0217073362656326,34,0.0217073362656326
2025-07-01,PRAIA GRANDE,MEDICO CIRURGIAO PEDIATRICO,368539.0,0.0,0.0217073362656326,0.0217073362656326,35,0.0217073362656326
2025-04-01,PRAIA GRANDE,MEDICO CIRURGIAO PLASTICO,368539.0,0.0,0.0135670851660204,0.0135670851660204,33,0.0135670851660204
2025-06-01,PRAIA GRANDE,MEDICO CIRURGIAO PLASTICO,368539.0,0.0,0.0135670851660204,0.0135670851660204,34,0.0135670851660204
2025-07-01,PRAIA GRANDE,MEDICO CIRURGIAO PLASTICO,368539.0,0.0,0.0135670851660204,0.0135670851660204,35,0.0135670851660204
2025-04-01,PRAIA GRANDE,MEDICO CIRURGIAO TORACICO,368539.0,0.0,0.0081402510996122,0.0081402510996122,15,0.0081402510996122
2025-06-01,PRAIA GRANDE,MEDICO CIRURGIAO TORACICO,368539.0,0.0,0.0081402510996122,0.009044723444013567,16,0.0108536681328163
2025-07-01,PRAIA GRANDE,MEDICO CIRURGIAO TORACICO,368539.0,0.0,0.0108536681328163,0.009949195788414933,17,0.0108536681328163
2025-04-01,PRAIA GRANDE,MEDICO CLINICO,368539.0,0.0,2.0404896089694713,2.0468209153802803,33,2.1164652858991855
2025-06-01,PRAIA GRANDE,MEDICO CLINICO,368539.0,0.0,2.1164652858991855,1.894869561520852,34,1.527653789693899
2025-07-01,PRAIA GRANDE,MEDICO CLINICO,368539.0,0.0,1.527653789693899,1.7383958459394162,35,1.5710684622251647
2025-04-01,PRAIA GRANDE,MEDICO COLOPROCTOLOGISTA,368539.0,0.0,0.0244207532988367,0.025325225643238063,33,0.0244207532988367
2025-06-01,PRAIA GRANDE,MEDICO COLOPROCTOLOGISTA,368539.0,0.0,0.0244207532988367,0.0244207532988367,34,0.0244207532988367
